,0,1,2
5425,actres,12-10,30
5426,actres,12-11,98
5427,actres,12-12,228
5428,actres,08-09,19
5429,actres,09-09,17
5430,actres,01-13,561
5431,actres,01-09,3
5432,actres,06-11,60
5433,actres,06-10,25
5434,actres,12-13,653
5435,actres,06-12,145
5436,actres,06-14,1088
5437,actres,04-09,11
5438,actres,07-09,16
5439,senator,10-13,3264
5440,senator,02-14,1764
5441,senator,10-10,60
5442,senator,10-11,190
5443,senator,02-11,142
5444,senator,02-10,92
5445,senator,10-14,3316
5446,senator,03-13,2073
5447,senator,03-09,53
5448,senator,09-10,108
5449,senator,01-08,1
5450,senator,02-13,1359
5451,senator,11-09,88
5452,senator,08-08,7
5453,senator,09-08,9
5454,senator,09-13,3652
5455,senator,07-14,2138
5456,senator,08-14,2459
5457,senator,08-13,1081
5458,senator,08-12,388
5459,senator,07-10,75
5460,senator,08-10,48
5461,senator,01-14,1822
5462,senator,01-15,1516
5463,senator,04-11,120
5464,senator,04-10,69
5465,senator,01-10,105
5466,senator,11-13,1903
5467,senator,01-12,341
5468,senator,04-14,1861
5469,senator,09-14,2836
5470,senator,07-12,275
5471,senator,04-13,2632
5472,senator,02-12,254
5473,senator,09-11,195
5474,senator,09-12,450
5475,senator,07-13,1169
5476,senator,12-09,164
5477,senator,05-09,44
5478,senator,08-11,188
5479,senator,10-08,37
5480,senator,06-08,1
5481,senator,06-09,100
5482,senator,12-08,20
5483,senator,05-11,175
5484,senator,03-12,313
5485,senator,11-14,6107
5486,senator,03-10,96
5487,senator,03-11,177
5488,senator,11-11,171
5489,senator,11-10,109
5490,senator,03-14,2269
5491,senator,11-12,1535
5492,senator,10-09,73
5493,senator,04-12,319
5494,senator,02-09,30
5495,senator,07-11,260
5496,senator,08-09,149
5497,senator,05-12,235
5498,senator,05-13,1510
5499,senator,05-14,2044
5500,senator,11-08,11
5501,senator,04-08,2
5502,senator,02-15,119
5503,senator,12-11,217
5504,senator,12-14,4181
5505,senator,05-10,57
5506,senator,10-12,624
5507,senator,12-10,237
5508,senator,04-09,46
5509,senator,12-12,922
5510,senator,12-13,1080
5511,senator,09-09,106
5512,senator,01-13,1525
5513,senator,01-09,34
5514,senator,06-11,297
5515,senator,06-10,74
5516,senator,06-13,2505
5517,senator,06-12,300
5518,senator,01-11,82
5519,senator,06-14,2220
5520,senator,07-09,153
5521,senator,09-07,2
5522,senator,07-08,1
5523,white_woman,10-12,219
5524,white_woman,02-14,593
5525,white_woman,10-10,5
5526,white_woman,10-11,41
5527,white_woman,02-11,23
5528,white_woman,02-10,7
5529,white_woman,10-14,1501
5530,white_woman,03-13,229
5531,white_woman,03-09,6
5532,white_woman,09-10,14
5533,white_woman,02-13,204
5534,white_woman,11-09,4
5535,white_woman,09-13,396
5536,white_woman,06-09,7
5537,white_woman,07-14,955
5538,white_woman,08-14,1291
5539,white_woman,08-13,559
5540,white_woman,07-13,880
5541,white_woman,07-10,10
5542,white_woman,07-11,50
5543,white_woman,01-14,704
5544,white_woman,01-15,788
5545,white_woman,04-11,30
5546,white_woman,04-10,9
5547,white_woman,01-10,9
5548,white_woman,03-14,643
5549,white_woman,01-12,84
5550,white_woman,04-14,693
5551,white_woman,09-14,1456
5552,white_woman,07-12,128
5553,white_woman,11-12,206
5554,white_woman,02-12,87
5555,white_woman,09-11,64
5556,white_woman,09-12,118
5557,white_woman,08-12,150
5558,white_woman,12-09,11
5559,white_woman,12-08,3
5560,white_woman,08-11,52
5561,white_woman,08-10,15
5562,white_woman,03-12,109
5563,white_woman,11-14,2613
5564,white_woman,03-10,11
5565,white_woman,03-11,23
5566,white_woman,11-11,74
5567,white_woman,11-10,27
5568,white_woman,11-13,520
5569,white_woman,04-12,105
5570,white_woman,10-09,5
5571,white_woman,02-09,3
5572,white_woman,05-10,13
5573,white_woman,05-11,34
5574,white_woman,05-12,104
5575,white_woman,05-13,273
5576,white_woman,05-14,764
5577,white_woman,11-08,1
5578,white_woman,02-15,52
5579,white_woman,04-13,233
5580,white_woman,12-14,2090
5581,white_woman,08-08,1
5582,white_woman,10-13,356
5583,white_woman,12-10,21
5584,white_woman,12-11,73
5585,white_woman,12-12,179
5586,white_woman,12-13,494
5587,white_woman,09-09,6
5588,white_woman,01-13,224
5589,white_woman,06-11,34
5590,white_woman,06-10,12
5591,white_woman,06-13,431
5592,white_woman,06-12,109
5593,white_woman,01-11,15
5594,white_woman,06-14,745
5595,white_woman,05-09,3
5596,white_woman,04-09,4
5597,white_woman,07-09,6
5598,white_woman,08-09,8
5599,kicker,10-12,298
5600,kicker,02-14,247
5601,kicker,10-10,23
5602,kicker,10-11,61
5603,kicker,08-12,84
5604,kicker,02-10,8
5605,kicker,10-14,2743
5606,kicker,10-13,911
5607,kicker,03-09,3
5608,kicker,09-10,31
5609,kicker,02-13,187
5610,kicker,11-09,8
5611,kicker,02-11,17
5612,kicker,07-14,269
5613,kicker,08-14,866
5614,kicker,08-13,281
5615,kicker,07-13,106
5616,kicker,08-11,30
5617,kicker,07-11,17
5618,kicker,01-14,894
5619,kicker,01-15,2075
5620,kicker,04-11,12
5621,kicker,04-10,1
5622,kicker,01-10,29
5623,kicker,03-14,216
5624,kicker,01-12,383
5625,kicker,04-14,136
5626,kicker,09-14,2860
5627,kicker,07-12,45
5628,kicker,04-13,125
5629,kicker,02-12,43
5630,kicker,09-11,100
5631,kicker,09-12,436
5632,kicker,09-13,726
5633,kicker,12-09,11
5634,kicker,07-10,3
5635,kicker,10-08,1
5636,kicker,08-10,5
5637,kicker,05-11,9
5638,kicker,03-12,37
5639,kicker,11-14,2723
5640,kicker,03-10,1
5641,kicker,03-11,7
5642,kicker,11-11,177
5643,kicker,11-10,48
5644,kicker,11-13,900
5645,kicker,11-12,335
5646,kicker,10-09,12
5647,kicker,04-12,35
5648,kicker,03-13,94
5649,kicker,02-09,2
5650,kicker,05-10,6
5651,kicker,08-09,5
5652,kicker,05-12,31
5653,kicker,05-13,85
5654,kicker,05-14,278
5655,kicker,02-15,74
5656,kicker,01-11,22
5657,kicker,12-14,1832
5658,kicker,06-09,4
5659,kicker,12-10,20
5660,kicker,12-11,138
5661,kicker,12-12,273
5662,kicker,12-13,1465
5663,kicker,09-09,12
5664,kicker,01-13,373
5665,kicker,01-09,1
5666,kicker,06-11,12
5667,kicker,06-10,12
5668,kicker,06-13,57
5669,kicker,06-12,33
5670,kicker,06-14,225
5671,kicker,04-09,5
5672,kicker,07-09,7
5673,winner,02-15,460
5674,winner,10-13,1457
5675,winner,10-10,62
5676,winner,10-11,217
5677,winner,02-11,170
5678,winner,02-10,51
5679,winner,10-14,3912
5680,winner,03-13,895
5681,winner,03-09,14
5682,winner,09-10,61
5683,winner,02-13,1158
5684,winner,11-09,45
5685,winner,05-07,1
5686,winner,09-08,4
5687,winner,06-09,42
5688,winner,07-14,2465
5689,winner,08-14,2746
5690,winner,08-13,991
5691,winner,07-13,957
5692,winner,08-11,200
5693,winner,08-10,70
5694,winner,04-13,812
5695,winner,01-15,3201
5696,winner,04-11,158
5697,winner,04-10,63
5698,winner,01-10,66
5699,winner,03-14,2422
5700,winner,01-12,392
5701,winner,01-13,811
5702,winner,09-14,3137
5703,winner,07-12,443
5704,winner,02-12,424
5705,winner,05-08,3
5706,winner,09-11,230
5707,winner,09-12,489
5708,winner,09-13,1285
5709,winner,12-09,44
5710,winner,05-09,40
5711,winner,07-10,60
5712,winner,07-11,165
5713,winner,12-08,6
5714,winner,03-12,459
5715,winner,11-14,5185
5716,winner,03-10,91
5717,winner,03-11,170
5718,winner,11-11,232
5719,winner,11-10,109
5720,winner,11-13,1441
5721,winner,04-12,412
5722,winner,10-09,63
5723,winner,10-08,3
5724,winner,02-09,14
5725,winner,05-10,60
5726,winner,05-11,160
5727,winner,05-12,425
5728,winner,05-13,1171
5729,winner,05-14,2458
5730,winner,11-08,3
5731,winner,04-08,1
5732,winner,07-07,1
5733,winner,11-12,1075
5734,winner,01-11,150
5735,winner,12-14,5262
5736,winner,10-12,1031
5737,winner,01-14,2188
5738,winner,12-10,76
5739,winner,12-11,256
5740,winner,12-12,681
5741,winner,12-13,1573
5742,winner,09-09,37
5743,winner,04-14,2005
5744,winner,01-09,6
5745,winner,06-11,204
5746,winner,06-10,58
5747,winner,08-12,563
5748,winner,06-12,481
5749,winner,07-09,36
5750,winner,06-14,2640
5751,winner,04-09,25
5752,winner,02-14,1981
5753,winner,06-13,967
5754,winner,08-09,29
5755,blogger,09-13,513
5756,blogger,09-09,32
5757,blogger,09-08,7
5758,blogger,02-15,104
5759,blogger,02-14,579
5760,blogger,02-11,74
5761,blogger,02-10,37
5762,blogger,02-13,317
5763,blogger,02-12,128
5764,blogger,05-09,31
5765,blogger,05-08,3
5766,blogger,04-13,374
5767,blogger,04-12,163
5768,blogger,04-11,91
5769,blogger,04-10,36
5770,blogger,04-14,675
5771,blogger,09-14,1162
5772,blogger,08-13,433
5773,blogger,09-10,38
5774,blogger,09-11,121
5775,blogger,09-12,225
5776,blogger,07-13,409
5777,blogger,07-10,54
5778,blogger,08-10,43
5779,blogger,11-14,1822
5780,blogger,11-11,119
5781,blogger,11-10,29
5782,blogger,11-13,404
5783,blogger,11-12,229
5784,blogger,02-08,2
5785,blogger,02-09,18
5786,blogger,05-10,31
5787,blogger,05-11,127
5788,blogger,05-12,183
5789,blogger,05-13,366
5790,blogger,05-14,841
5791,blogger,07-08,2
5792,blogger,04-08,5
5793,blogger,04-09,34
5794,blogger,06-11,114
5795,blogger,06-10,41
5796,blogger,06-13,380
5797,blogger,06-12,221
5798,blogger,06-14,745
5799,blogger,07-09,44
5800,blogger,11-07,1
5801,blogger,03-09,34
5802,blogger,03-08,3
5803,blogger,11-08,9
5804,blogger,11-09,31
5805,blogger,07-14,1000
5806,blogger,08-14,1064
5807,blogger,07-12,206
5808,blogger,08-12,236
5809,blogger,08-11,97
5810,blogger,07-11,102
5811,blogger,06-07,2
5812,blogger,06-08,3
5813,blogger,06-09,74
5814,blogger,03-12,164
5815,blogger,03-13,328
5816,blogger,03-10,43
5817,blogger,03-11,70
5818,blogger,03-14,714
5819,blogger,10-09,41
5820,blogger,10-08,6
5821,blogger,08-08,14
5822,blogger,08-09,35
5823,blogger,08-07,1
5824,blogger,01-09,18
5825,blogger,01-08,1
5826,blogger,10-12,230
5827,blogger,10-13,560
5828,blogger,10-10,45
5829,blogger,10-11,123
5830,blogger,10-14,1567
5831,blogger,10-07,1
5832,blogger,01-14,699
5833,blogger,01-15,1129
5834,blogger,01-10,38
5835,blogger,01-11,70
5836,blogger,01-12,176
5837,blogger,01-13,265
5838,blogger,12-09,32
5839,blogger,12-08,10
5840,blogger,12-07,2
5841,blogger,12-14,1572
5842,blogger,12-10,48
5843,blogger,12-11,94
5844,blogger,12-12,204
5845,blogger,12-13,429
5846,mommy,10-12,875
5847,mommy,02-14,1538
5848,mommy,10-10,251
5849,mommy,10-11,279
5850,mommy,08-12,748
5851,mommy,02-10,68
5852,mommy,10-14,3109
5853,mommy,10-13,1300
5854,mommy,03-09,36
5855,mommy,03-08,2
5856,mommy,01-08,1
5857,mommy,02-13,869
5858,mommy,11-09,60
5859,mommy,09-08,9
5860,mommy,02-11,120
5861,mommy,07-14,2365
5862,mommy,08-14,2692
5863,mommy,08-13,1208
5864,mommy,07-13,1131
5865,mommy,08-11,288
5866,mommy,07-11,243
5867,mommy,01-14,1592
5868,mommy,01-15,2347
5869,mommy,04-11,211
5870,mommy,04-10,73
5871,mommy,01-10,89
5872,mommy,11-13,1417
5873,mommy,01-12,390
5874,mommy,04-14,1771
5875,mommy,09-14,2638
5876,mommy,07-12,672
5877,mommy,02-12,440
5878,mommy,09-10,169
5879,mommy,09-11,240
5880,mommy,09-12,678
5881,mommy,09-13,1208
5882,mommy,05-08,9
5883,mommy,12-09,82
5884,mommy,12-08,12
5885,mommy,05-09,92
5886,mommy,10-08,7
5887,mommy,01-09,6
5888,mommy,06-08,2
5889,mommy,08-10,116
5890,mommy,03-12,495
5891,mommy,11-14,4029
5892,mommy,03-10,88
5893,mommy,03-11,173
5894,mommy,11-11,336
5895,mommy,11-10,132
5896,mommy,03-14,1744
5897,mommy,11-12,932
5898,mommy,10-09,81
5899,mommy,04-12,562
5900,mommy,03-13,1022
5901,mommy,02-09,23
5902,mommy,05-10,126
5903,mommy,05-11,270
5904,mommy,05-12,830
5905,mommy,05-13,1439
5906,mommy,05-14,2422
5907,mommy,11-08,3
5908,mommy,04-08,7
5909,mommy,02-15,251
5910,mommy,04-13,1055
5911,mommy,12-14,4417
5912,mommy,08-08,1
5913,mommy,06-09,42
5914,mommy,12-10,164
5915,mommy,12-11,437
5916,mommy,12-12,1037
5917,mommy,12-13,1646
5918,mommy,09-09,116
5919,mommy,01-13,938
5920,mommy,07-09,69
5921,mommy,06-11,237
5922,mommy,06-10,81
5923,mommy,06-13,1069
5924,mommy,06-12,649
5925,mommy,07-10,110
5926,mommy,06-14,1991
5927,mommy,04-09,50
5928,mommy,01-11,149
5929,mommy,08-09,68
5930,mommy,07-08,1
5931,son,09-13,2582
5932,son,09-07,1
5933,son,09-09,113
5934,son,09-08,13
5935,son,02-15,607
5936,son,02-14,3125
5937,son,02-11,349
5938,son,02-10,121
5939,son,02-13,2498
5940,son,02-12,736
5941,son,05-09,101
5942,son,05-08,1
5943,son,04-13,2004
5944,son,04-12,909
5945,son,04-11,369
5946,son,04-10,120
5947,son,04-14,3436
5948,son,09-14,6722
5949,son,08-13,2520
5950,son,09-10,170
5951,son,09-11,449
5952,son,09-12,1503
5953,son,08-12,1228
5954,son,07-10,149
5955,son,08-10,166
5956,son,11-14,10440
5957,son,11-11,506
5958,son,11-10,210
5959,son,11-13,2586
5960,son,11-12,1714
5961,son,02-09,30
5962,son,05-10,121
5963,son,05-11,378
5964,son,05-12,868
5965,son,05-13,1974
5966,son,05-14,4295
5967,son,07-08,4
5968,son,04-09,77
5969,son,06-11,417
5970,son,06-10,134
5971,son,06-13,2184
5972,son,06-12,990
5973,son,06-14,4422
5974,son,07-09,103
5975,son,03-09,45
5976,son,03-08,1
5977,son,11-08,17
5978,son,11-09,99
5979,son,07-14,4665
5980,son,08-14,5922
5981,son,07-12,957
5982,son,07-13,3066
5983,son,08-11,485
5984,son,07-11,381
5985,son,06-08,6
5986,son,06-09,125
5987,son,03-12,1022
5988,son,03-13,1886
5989,son,03-10,122
5990,son,03-11,314
5991,son,03-14,3478
5992,son,10-09,98
5993,son,10-08,14
5994,son,08-08,8
5995,son,08-09,111
5996,son,08-07,1
5997,son,01-09,19
5998,son,10-12,1872
5999,son,10-13,2676
6000,son,10-10,211
6001,son,10-11,516
6002,son,10-14,6925
6003,son,01-14,3329
6004,son,01-15,4689
6005,son,01-10,106
6006,son,01-11,233
6007,son,01-12,739
6008,son,01-13,1726
6009,son,12-09,99
6010,son,12-08,12
6011,son,12-07,3
6012,son,12-14,10092
6013,son,12-10,225
6014,son,12-11,673
6015,son,12-12,1722
6016,son,12-13,2928
6017,momma,02-15,481
6018,momma,02-14,2150
6019,momma,10-10,53
6020,momma,10-11,238
6021,momma,08-12,717
6022,momma,02-10,57
6023,momma,02-13,896
6024,momma,02-12,385
6025,momma,03-09,9
6026,momma,11-08,1
6027,momma,11-09,29
6028,momma,09-08,2
6029,momma,02-11,102
6030,momma,07-14,3789
6031,momma,08-14,4171
6032,momma,07-12,710
6033,momma,07-13,1557
6034,momma,08-11,188
6035,momma,07-11,178
6036,momma,01-14,2174
6037,momma,01-15,4174
6038,momma,04-11,131
6039,momma,04-10,52
6040,momma,01-10,43
6041,momma,10-14,5309
6042,momma,01-12,405
6043,momma,04-14,2817
6044,momma,09-14,4535
6045,momma,08-13,1540
6046,momma,04-13,1180
6047,momma,09-10,75
6048,momma,09-11,211
6049,momma,09-12,640
6050,momma,09-13,1389
6051,momma,03-12,425
6052,momma,05-08,1
6053,momma,12-09,48
6054,momma,12-08,5
6055,momma,05-09,36
6056,momma,10-08,2
6057,momma,08-10,51
6058,momma,11-13,1782
6059,momma,11-14,7056
6060,momma,03-10,45
6061,momma,03-11,115
6062,momma,11-11,313
6063,momma,11-10,83
6064,momma,03-14,2557
6065,momma,11-12,848
6066,momma,10-09,47
6067,momma,04-12,486
6068,momma,03-13,1110
6069,momma,02-09,9
6070,momma,05-10,88
6071,momma,05-11,202
6072,momma,05-12,735
6073,momma,05-13,1660
6074,momma,05-14,3940
6075,momma,06-09,24
6076,momma,07-10,60
6077,momma,04-09,24
6078,momma,12-14,7338
6079,momma,10-12,738
6080,momma,10-13,1535
6081,momma,12-10,100
6082,momma,12-11,345
6083,momma,12-12,978
6084,momma,12-13,2062
6085,momma,09-09,41
6086,momma,01-13,961
6087,momma,01-09,4
6088,momma,06-11,183
6089,momma,06-10,71
6090,momma,06-13,1311
6091,momma,06-12,651
6092,momma,07-09,41
6093,momma,06-14,3321
6094,momma,01-11,80
6095,momma,08-09,37
6096,champ,10-12,77
6097,champ,02-14,240
6098,champ,10-10,5
6099,champ,10-11,33
6100,champ,02-11,25
6101,champ,11-13,190
6102,champ,02-13,99
6103,champ,03-13,130
6104,champ,03-09,1
6105,champ,11-08,1
6106,champ,10-13,152
6107,champ,07-13,117
6108,champ,02-10,4
6109,champ,06-09,1
6110,champ,07-14,364
6111,champ,08-14,379
6112,champ,08-13,129
6113,champ,08-12,65
6114,champ,08-11,15
6115,champ,07-11,25
6116,champ,04-13,134
6117,champ,01-15,437
6118,champ,04-11,17
6119,champ,04-10,4
6120,champ,01-10,2
6121,champ,10-14,486
6122,champ,01-12,45
6123,champ,01-13,140
6124,champ,09-14,439
6125,champ,07-12,73
6126,champ,02-12,36
6127,champ,09-10,12
6128,champ,09-11,35
6129,champ,09-12,80
6130,champ,09-13,194
6131,champ,12-09,3
6132,champ,05-09,2
6133,champ,08-10,7
6134,champ,05-11,41
6135,champ,03-12,44
6136,champ,11-14,713
6137,champ,03-10,9
6138,champ,03-11,19
6139,champ,11-11,29
6140,champ,11-10,10
6141,champ,03-14,302
6142,champ,11-12,125
6143,champ,10-09,3
6144,champ,04-12,53
6145,champ,05-10,6
6146,champ,08-09,2
6147,champ,05-12,59
6148,champ,05-13,126
6149,champ,05-14,326
6150,champ,02-15,41
6151,champ,11-09,4
6152,champ,01-11,17
6153,champ,12-14,662
6154,champ,01-14,246
6155,champ,12-10,6
6156,champ,12-11,47
6157,champ,12-12,104
6158,champ,12-13,295
6159,champ,09-09,4
6160,champ,04-14,273
6161,champ,06-11,24
6162,champ,06-10,9
6163,champ,06-13,158
6164,champ,06-12,94
6165,champ,07-10,5
6166,champ,06-14,339
6167,champ,04-09,1
6168,champ,07-09,3
6169,alumnus,10-12,231
6170,alumnus,10-13,597
6171,alumnus,10-10,36
6172,alumnus,10-11,106
6173,alumnus,08-12,141
6174,alumnus,02-10,14
6175,alumnus,02-13,221
6176,alumnus,02-12,113
6177,alumnus,03-09,7
6178,alumnus,03-08,1
6179,alumnus,05-09,11
6180,alumnus,11-09,11
6181,alumnus,10-14,1123
6182,alumnus,02-11,24
6183,alumnus,07-14,525
6184,alumnus,08-14,707
6185,alumnus,08-13,323
6186,alumnus,07-13,232
6187,alumnus,08-11,64
6188,alumnus,07-11,71
6189,alumnus,01-14,466
6190,alumnus,01-15,550
6191,alumnus,04-11,43
6192,alumnus,04-10,23
6193,alumnus,01-10,19
6194,alumnus,11-13,438
6195,alumnus,01-12,122
6196,alumnus,04-14,626
6197,alumnus,09-14,918
6198,alumnus,07-12,127
6199,alumnus,04-13,294
6200,alumnus,09-10,30
6201,alumnus,09-11,84
6202,alumnus,09-12,205
6203,alumnus,09-13,526
6204,alumnus,05-08,1
6205,alumnus,08-09,8
6206,alumnus,12-08,1
6207,alumnus,07-10,24
6208,alumnus,08-07,1
6209,alumnus,12-09,21
6210,alumnus,06-09,10
6211,alumnus,03-12,115
6212,alumnus,11-14,1152
6213,alumnus,03-10,23
6214,alumnus,03-11,41
6215,alumnus,11-11,109
6216,alumnus,11-10,20
6217,alumnus,03-14,595
6218,alumnus,11-12,235
6219,alumnus,10-09,28
6220,alumnus,04-12,99
6221,alumnus,03-13,319
6222,alumnus,02-09,4
6223,alumnus,05-10,27
6224,alumnus,05-11,50
6225,alumnus,05-12,173
6226,alumnus,05-13,326
6227,alumnus,05-14,763
6228,alumnus,11-08,1
6229,alumnus,04-08,1
6230,alumnus,02-15,57
6231,alumnus,01-11,28
6232,alumnus,12-14,1033
6233,alumnus,12-10,35
6234,alumnus,12-11,109
6235,alumnus,12-12,220
6236,alumnus,12-13,539
6237,alumnus,09-09,15
6238,alumnus,01-13,226
6239,alumnus,01-09,1
6240,alumnus,06-11,64
6241,alumnus,06-10,14
6242,alumnus,06-13,285
6243,alumnus,06-12,126
6244,alumnus,06-14,556
6245,alumnus,08-10,8
6246,alumnus,02-14,509
6247,alumnus,07-09,15
6248,alumnus,04-09,12
6249,teammate,10-13,660
6250,teammate,02-14,1088
6251,teammate,10-10,24
6252,teammate,10-11,62
6253,teammate,08-12,227
6254,teammate,02-10,12
6255,teammate,10-14,1916
6256,teammate,11-14,2338
6257,teammate,03-09,4
6258,teammate,09-10,16
6259,teammate,02-13,363
6260,teammate,11-09,12
6261,teammate,02-11,20
6262,teammate,07-14,1475
6263,teammate,08-14,1192
6264,teammate,08-13,546
6265,teammate,07-13,439
6266,teammate,07-10,21
6267,teammate,08-10,21
6268,teammate,01-14,1044
6269,teammate,01-15,1442
6270,teammate,04-11,35
6271,teammate,04-10,10
6272,teammate,01-10,11
6273,teammate,03-14,947
6274,teammate,01-12,118
6275,teammate,04-14,986
6276,teammate,09-14,1580
6277,teammate,07-12,172
6278,teammate,11-12,292
6279,teammate,02-12,141
6280,teammate,09-11,58
6281,teammate,09-12,193
6282,teammate,09-13,645
6283,teammate,12-09,16
6284,teammate,05-09,10
6285,teammate,08-11,49
6286,teammate,03-08,1
6287,teammate,07-11,41
6288,teammate,03-12,141
6289,teammate,03-13,486
6290,teammate,03-10,14
6291,teammate,03-11,28
6292,teammate,11-11,67
6293,teammate,11-10,17
6294,teammate,11-13,875
6295,teammate,04-12,136
6296,teammate,10-09,8
6297,teammate,02-09,2
6298,teammate,08-09,12
6299,teammate,05-11,43
6300,teammate,05-12,190
6301,teammate,05-13,511
6302,teammate,05-14,1251
6303,teammate,02-15,181
6304,teammate,04-13,493
6305,teammate,12-14,2193
6306,teammate,05-10,14
6307,teammate,10-12,238
6308,teammate,06-09,5
6309,teammate,12-10,22
6310,teammate,12-11,89
6311,teammate,12-12,333
6312,teammate,12-13,672
6313,teammate,09-09,6
6314,teammate,01-13,431
6315,teammate,01-09,1
6316,teammate,06-11,53
6317,teammate,06-10,22
6318,teammate,06-13,537
6319,teammate,06-12,201
6320,teammate,07-09,10
6321,teammate,06-14,1616
6322,teammate,04-09,5
6323,teammate,01-11,23
6324,jew,02-15,304
6325,jew,02-14,1581
6326,jew,10-10,73
6327,jew,10-11,205
6328,jew,08-12,433
6329,jew,02-10,39
6330,jew,10-14,5591
6331,jew,02-12,267
6332,jew,03-09,20
6333,jew,02-13,702
6334,jew,11-09,27
6335,jew,08-08,2
6336,jew,09-08,2
6337,jew,02-11,102
6338,jew,07-14,10502
6339,jew,08-14,9162
6340,jew,08-13,1010
6341,jew,07-13,1084
6342,jew,08-11,162
6343,jew,07-11,142
6344,jew,01-14,1610
6345,jew,01-15,4681
6346,jew,04-11,167
6347,jew,04-10,47
6348,jew,01-10,30
6349,jew,11-13,1377
6350,jew,01-12,212
6351,jew,01-13,739
6352,jew,09-14,5067
6353,jew,07-12,417
6354,jew,04-13,813
6355,jew,09-10,68
6356,jew,09-11,224
6357,jew,09-12,669
6358,jew,09-13,1265
6359,jew,12-09,69
6360,jew,05-09,26
6361,jew,07-10,98
6362,jew,10-08,8
6363,jew,08-10,41
6364,jew,11-07,2
6365,jew,12-08,8
6366,jew,03-12,293
6367,jew,11-14,8131
6368,jew,03-10,53
6369,jew,03-11,114
6370,jew,11-11,180
6371,jew,11-10,41
6372,jew,03-14,1795
6373,jew,11-12,1128
6374,jew,10-09,42
6375,jew,04-12,371
6376,jew,03-13,956
6377,jew,02-09,12
6378,jew,08-09,44
6379,jew,05-11,141
6380,jew,05-12,291
6381,jew,05-13,921
6382,jew,05-14,2141
6383,jew,06-09,43
6384,jew,11-08,5
6385,jew,01-11,83
6386,jew,12-14,8744
6387,jew,05-10,34
6388,jew,10-12,590
6389,jew,10-13,1009
6390,jew,12-10,113
6391,jew,12-11,300
6392,jew,12-12,862
6393,jew,12-13,1846
6394,jew,09-09,59
6395,jew,04-14,2929
6396,jew,01-09,23
6397,jew,06-11,135
6398,jew,06-10,82
6399,jew,06-13,879
6400,jew,06-12,346
6401,jew,06-14,2295
6402,jew,04-09,23
6403,jew,07-09,40
6404,jew,07-08,2
6405,army,10-12,373
6406,army,10-13,701
6407,army,10-10,38
6408,army,10-11,116
6409,army,02-11,136
6410,army,04-10,25
6411,army,10-14,2945
6412,army,02-14,936
6413,army,03-09,19
6414,army,07-11,91
6415,army,02-13,402
6416,army,11-09,43
6417,army,09-08,3
6418,army,08-07,1
6419,army,07-14,2309
6420,army,09-13,668
6421,army,07-12,279
6422,army,08-12,226
6423,army,08-11,117
6424,army,02-10,30
6425,army,04-13,518
6426,army,01-15,2142
6427,army,04-11,106
6428,army,08-14,2997
6429,army,01-10,28
6430,army,03-14,1059
6431,army,01-12,126
6432,army,04-14,1203
6433,army,09-14,2910
6434,army,08-13,853
6435,army,02-12,145
6436,army,09-10,25
6437,army,09-11,111
6438,army,09-12,275
6439,army,07-13,988
6440,army,05-08,2
6441,army,08-09,30
6442,army,05-09,20
6443,army,07-10,31
6444,army,10-08,9
6445,army,12-09,37
6446,army,06-08,1
6447,army,06-09,42
6448,army,12-08,4
6449,army,03-12,191
6450,army,11-14,3944
6451,army,03-10,46
6452,army,03-11,119
6453,army,11-11,138
6454,army,11-10,40
6455,army,11-13,816
6456,army,11-12,472
6457,army,10-09,20
6458,army,04-12,180
6459,army,03-13,457
6460,army,02-09,9
6461,army,05-10,27
6462,army,05-11,78
6463,army,05-12,195
6464,army,05-13,562
6465,army,05-14,1385
6466,army,07-08,1
6467,army,11-08,3
6468,army,08-10,32
6469,army,02-15,237
6470,army,01-11,91
6471,army,12-14,5051
6472,army,08-08,1
6473,army,01-14,876
6474,army,12-10,36
6475,army,12-11,171
6476,army,12-12,474
6477,army,12-13,911
6478,army,09-09,24
6479,army,01-13,438
6480,army,01-09,13
6481,army,06-11,117
6482,army,06-10,32
6483,army,06-13,625
6484,army,06-12,263
6485,army,06-14,2108
6486,army,04-09,14
6487,army,07-09,24
6488,sniper,02-15,423
6489,sniper,02-14,293
6490,sniper,10-10,9
6491,sniper,10-11,20
6492,sniper,02-11,12
6493,sniper,02-10,6
6494,sniper,10-14,779
6495,sniper,03-13,104
6496,sniper,03-09,2
6497,sniper,09-10,11
6498,sniper,05-09,1
6499,sniper,11-09,34
6500,sniper,07-13,122
6501,sniper,07-14,538
6502,sniper,08-14,1076
6503,sniper,08-13,180
6504,sniper,08-12,39
6505,sniper,08-11,24
6506,sniper,07-11,17
6507,sniper,01-14,229
6508,sniper,01-15,11681
6509,sniper,04-11,25
6510,sniper,04-10,3
6511,sniper,01-10,8
6512,sniper,02-13,210
6513,sniper,01-12,34
6514,sniper,04-14,601
6515,sniper,09-14,477
6516,sniper,07-12,43
6517,sniper,04-13,158
6518,sniper,02-12,35
6519,sniper,09-11,22
6520,sniper,09-12,42
6521,sniper,09-13,139
6522,sniper,12-09,6
6523,sniper,07-10,9
6524,sniper,06-09,5
6525,sniper,03-12,26
6526,sniper,11-14,954
6527,sniper,03-10,3
6528,sniper,03-11,17
6529,sniper,11-11,26
6530,sniper,11-10,10
6531,sniper,11-13,157
