,0,1,2,3
1440,juror,09-28-13,-1.9117,4
1441,juror,09-28-12,-0.8176,2
1442,juror,09-28-11,0.713,7
1443,juror,09-28-10,-0.6369,2
1444,juror,09-28-14,-12.9016,151
1445,juror,09-7-09,-0.0258,2
1446,juror,08-7-09,0.0,1
1447,juror,04-7-09,0.4019,1
1448,juror,03-21-09,0.3595,2
1449,juror,02-21-12,-1.1626,16
1450,victim,10-28-14,-607.731,2085
1451,victim,10-28-11,-9.9041,45
1452,victim,10-28-10,-6.5634,16
1453,victim,10-28-13,-132.7074,479
1454,victim,10-28-12,-95.3106,388
1455,victim,06-28-09,-2.6726,5
1456,victim,01-28-10,-0.5755,5
1457,victim,01-28-09,-1.0172,3
1458,victim,04-28-14,-232.7891,869
1459,victim,04-28-10,-0.9696,5
1460,victim,04-28-11,-13.9272,56
1461,victim,04-28-12,-19.0815,53
1462,victim,04-28-13,-42.9782,208
1463,victim,04-7-14,-365.9203,1309
1464,victim,04-7-13,-164.6477,562
1465,victim,04-7-12,-45.1316,161
1466,victim,04-7-11,-12.85,57
1467,victim,04-7-10,-1.9752,13
1468,victim,12-28-08,-0.4043,2
1469,victim,12-28-09,-1.6328,5
1470,victim,07-28-08,-0.3612,1
1471,victim,07-28-09,0.4424,9
1472,victim,02-21-09,-1.4084,3
1473,victim,09-21-09,-2.8156,19
1474,victim,08-21-08,0.6597,1
1475,victim,08-21-09,-4.5315,19
1476,victim,02-7-15,-33.7689,136
1477,victim,02-7-14,-259.2382,985
1478,victim,07-0-09,-4.6047,16
1479,victim,02-7-11,-9.8162,31
1480,victim,02-7-10,-6.5162,20
1481,victim,02-7-13,-220.0502,664
1482,victim,02-7-12,-23.4658,140
1483,victim,06-0-09,-6.3806,15
1484,victim,06-0-08,-0.8689,1
1485,victim,06-0-07,0.8225,1
1486,victim,11-21-08,-0.276,3
1487,victim,11-21-09,-1.8698,13
1488,victim,01-0-09,-0.3818,1
1489,victim,04-0-09,-1.0138,6
1490,victim,11-7-14,-874.924,2997
1491,victim,11-7-11,-109.785,361
1492,victim,11-7-10,-6.3849,27
1493,victim,05-7-09,0.11,7
1494,victim,11-7-12,-112.9289,480
1495,victim,05-21-09,0.017,5
1496,victim,04-14-14,-338.9307,1266
1497,victim,04-14-12,-36.3279,156
1498,victim,04-14-13,-761.3698,2772
1499,victim,04-14-10,-6.4281,20
1500,victim,04-14-11,-15.3937,53
1501,victim,05-0-13,-119.0256,447
1502,victim,05-0-12,-30.3495,129
1503,victim,05-0-11,-21.797,186
1504,victim,05-0-10,-3.1559,16
1505,victim,05-0-14,-360.9113,1231
1506,victim,01-14-15,-335.0154,1329
1507,victim,01-14-14,-242.2512,880
1508,victim,01-14-11,-10.069,45
1509,victim,01-14-10,-8.895,43
1510,victim,01-14-13,-134.5933,587
1511,victim,01-14-12,-15.5071,91
1512,victim,12-0-09,-4.1027,18
1513,victim,12-14-14,-1509.35,4479
1514,victim,12-14-11,-15.6701,69
1515,victim,12-14-10,-20.8887,49
1516,victim,12-14-13,-214.0359,871
1517,victim,12-14-12,-694.2758,2211
1518,victim,01-7-10,-9.8629,35
1519,victim,01-7-11,-54.4806,222
1520,victim,01-7-12,-25.3834,104
1521,victim,01-7-13,-119.9763,414
1522,victim,01-7-14,-214.9135,849
1523,victim,01-7-15,-797.2638,2613
1524,victim,12-7-10,-5.4307,21
1525,victim,12-7-11,-41.5476,164
1526,victim,12-7-12,-86.5849,449
1527,victim,12-7-13,-202.4646,755
1528,victim,12-7-14,-1777.0153,4871
1529,victim,03-0-09,-1.9783,7
1530,victim,03-28-08,0.5719,1
1531,victim,03-28-09,-1.1009,5
1532,victim,10-0-08,-0.5461,2
1533,victim,10-0-09,-2.7057,19
1534,victim,09-28-09,-2.6256,28
1535,victim,09-0-14,-801.0347,2438
1536,victim,09-0-13,-131.4599,520
1537,victim,09-0-12,-39.9105,209
1538,victim,09-0-11,-17.7499,65
1539,victim,09-0-10,-1.0135,9
1540,victim,11-7-13,-201.6581,833
1541,victim,10-28-09,-1.0325,7
1542,victim,06-14-09,-2.7822,13
1543,victim,06-14-08,0.0,1
1544,victim,07-7-09,-1.5826,7
1545,victim,06-28-14,-147.4957,482
1546,victim,06-28-12,-8.1838,74
1547,victim,06-28-13,-69.786,217
1548,victim,06-28-10,-2.4128,5
1549,victim,06-28-11,-2.4734,23
1550,victim,08-14-09,-6.1786,18
1551,victim,06-21-13,-187.8402,648
1552,victim,06-21-12,-75.056,347
1553,victim,06-21-11,-10.4873,59
1554,victim,06-21-10,-4.9031,20
1555,victim,06-21-14,-348.0551,1230
1556,victim,09-7-09,-6.6603,34
1557,victim,09-7-08,-0.5106,2
1558,victim,04-7-08,0.4949,1
1559,victim,04-7-09,0.2739,14
1560,victim,09-21-14,-872.5394,2460
1561,victim,09-21-12,-33.841,237
1562,victim,09-21-13,-241.3795,783
1563,victim,09-21-10,-6.658,23
1564,victim,09-21-11,-23.8315,114
1565,victim,04-21-14,-302.8358,1204
1566,victim,04-21-11,-7.2096,46
1567,victim,04-21-10,-6.2856,24
1568,victim,04-21-13,-206.8771,790
1569,victim,04-21-12,-35.0971,125
1570,victim,02-28-09,-0.3612,1
1571,victim,02-7-08,0.2023,1
1572,victim,02-7-09,-5.7637,13
1573,victim,06-0-12,-44.5255,170
1574,victim,06-0-13,-136.157,482
1575,victim,06-0-10,-1.5108,14
1576,victim,06-0-11,-18.6092,65
1577,victim,06-0-14,-368.8594,1283
1578,victim,11-28-09,-2.3719,5
1579,victim,11-28-08,-1.0725,2
1580,victim,04-0-10,-4.9568,19
1581,victim,04-0-11,-11.7186,38
1582,victim,04-0-12,-26.0767,128
1583,victim,04-0-13,-108.6944,409
1584,victim,04-0-14,-311.8322,1204
1585,victim,05-21-12,-31.9727,139
1586,victim,05-21-13,-268.0341,1110
1587,victim,05-21-10,-9.6119,20
1588,victim,05-21-11,-25.5512,98
1589,victim,05-21-14,-890.7369,2439
1590,victim,05-7-14,-345.6015,1237
1591,victim,11-7-09,-7.8648,36
1592,victim,05-7-10,-2.7407,20
1593,victim,05-7-11,-22.3201,61
1594,victim,05-7-12,-37.1736,147
1595,victim,05-7-13,-193.1398,721
1596,victim,01-14-09,-1.3809,3
1597,victim,05-0-09,-0.9865,8
1598,victim,05-28-14,-372.5983,1111
1599,victim,05-28-13,-57.6644,320
1600,victim,05-28-12,-20.3609,85
1601,victim,05-28-11,-10.4371,43
1602,victim,05-28-10,-0.9383,6
1603,victim,03-7-09,-1.6871,7
1604,victim,08-7-13,-164.6663,586
1605,victim,08-7-12,-47.9916,195
1606,victim,08-7-11,-18.362,70
1607,victim,08-7-10,-4.9811,12
1608,victim,08-7-14,-712.4525,2268
1609,victim,12-14-08,-0.9146,2
1610,victim,12-14-09,-3.0942,9
1611,victim,10-7-09,-6.6066,13
1612,victim,10-7-08,-0.7523,3
1613,victim,10-7-10,-5.8008,21
1614,victim,08-0-09,-2.9552,11
1615,victim,03-21-09,-0.6904,5
1616,victim,07-14-14,-786.7439,2359
1617,victim,07-14-13,-424.4217,1415
1618,victim,07-14-12,-388.496,1020
1619,victim,07-14-11,-18.6113,96
1620,victim,07-14-10,0.4191,26
1621,victim,01-28-13,-78.9171,307
1622,victim,08-21-10,-7.0146,21
1623,victim,01-28-11,-9.3025,21
1624,victim,10-21-09,-3.9078,10
1625,victim,08-28-09,-1.4371,11
1626,victim,10-7-11,-8.3073,70
1627,victim,01-28-15,-146.3711,532
1628,victim,09-0-09,-0.2595,10
1629,victim,06-14-14,-347.5445,1168
1630,victim,06-14-10,-10.5039,32
1631,victim,06-14-11,-12.1957,45
1632,victim,06-14-12,-40.0027,177
1633,victim,06-14-13,-155.3558,516
1634,victim,10-7-13,-165.7494,547
1635,victim,07-21-09,-1.3764,14
1636,victim,07-7-14,-542.2126,1715
1637,victim,07-7-12,-60.2389,215
1638,victim,07-7-13,-306.1301,954
1639,victim,07-7-10,-7.8768,33
1640,victim,07-7-11,-10.3781,63
1641,victim,09-14-14,-754.1148,2365
1642,victim,09-14-11,-21.6358,79
1643,victim,09-14-10,-7.758,20
1644,victim,09-14-13,-409.4851,1439
1645,victim,09-14-12,-78.1494,360
1646,victim,02-0-14,-315.5774,1039
1647,victim,06-21-08,-0.2789,1
1648,victim,06-21-09,-5.6042,19
1649,victim,12-7-08,0.0,1
1650,victim,08-14-12,-94.9444,265
1651,victim,08-14-13,-149.0709,600
1652,victim,08-14-10,-10.0527,37
1653,victim,08-14-11,-19.2093,66
1654,victim,08-14-14,-1199.9312,4101
1655,victim,02-0-09,-0.4215,1
1656,victim,08-21-11,-18.759,83
1657,victim,06-7-11,-31.5032,75
1658,victim,06-7-10,-7.7426,18
1659,victim,06-7-13,-149.5615,539
1660,victim,06-7-12,-65.1327,330
1661,victim,06-7-14,-453.0798,1580
1662,victim,09-7-10,-7.6173,67
1663,victim,09-7-11,-42.975,252
1664,victim,09-7-12,-93.6978,548
1665,victim,09-7-13,-248.2953,1100
1666,victim,09-7-14,-1664.8011,5156
1667,victim,01-21-09,-1.3415,6
1668,victim,11-0-09,-12.9182,39
1669,victim,05-14-11,-7.1904,66
1670,victim,05-14-10,-6.1972,14
1671,victim,05-14-13,-174.6232,641
1672,victim,05-14-12,-32.087,152
1673,victim,05-14-14,-310.5821,1093
1674,victim,02-28-12,-19.8594,58
1675,victim,02-28-13,-21.066,78
1676,victim,02-28-10,-2.5381,5
1677,victim,02-28-11,-2.1642,7
1678,victim,02-28-14,-22.8466,115
1679,victim,03-14-13,-353.9791,813
1680,victim,03-14-12,-47.0429,147
1681,victim,03-14-11,-17.817,57
1682,victim,03-14-10,-3.619,9
1683,victim,03-14-14,-251.3644,889
1684,victim,12-21-09,-3.0906,7
1685,victim,02-14-09,-3.2239,6
1686,victim,11-28-12,-31.2334,151
1687,victim,11-28-13,-57.9192,205
1688,victim,11-28-10,-1.1496,4
1689,victim,11-28-11,-20.1088,62
1690,victim,11-28-14,-425.2941,1440
1691,victim,10-14-13,-225.5662,703
1692,victim,10-14-12,-62.9204,309
1693,victim,10-14-11,-12.148,80
1694,victim,10-14-10,-6.5242,40
1695,victim,10-14-14,-758.9765,2963
1696,victim,10-28-08,-0.7339,4
1697,victim,11-14-09,-4.7901,11
1698,victim,11-14-08,0.0,1
1699,victim,05-28-08,-0.6705,1
1700,victim,05-28-09,-3.0259,5
1701,victim,03-7-12,-29.6737,131
1702,victim,03-7-13,-118.7664,422
1703,victim,03-7-10,-5.0191,31
1704,victim,03-7-11,-21.8923,92
1705,victim,03-7-14,-314.7668,1062
1706,victim,08-7-09,-1.8389,9
1707,victim,07-14-09,-6.3078,15
1708,victim,04-28-09,0.3947,10
1709,victim,10-7-12,-64.3289,278
1710,victim,01-28-12,-16.391,66
1711,victim,08-21-13,-178.0487,659
1712,victim,08-21-12,-130.2374,352
1713,victim,08-21-14,-821.5305,2651
1714,victim,10-7-14,-856.4203,3076
1715,victim,01-28-14,-143.5901,570
1716,victim,08-0-14,-451.933,1465
1717,victim,08-0-10,-5.9709,22
1718,victim,08-0-11,-18.3764,60
1719,victim,08-0-12,-82.0,265
1720,victim,08-0-13,-180.0856,620
1721,victim,03-21-14,-341.9219,1213
1722,victim,03-21-10,-8.2147,14
1723,victim,03-21-11,-11.6259,42
1724,victim,03-21-12,-95.7351,273
1725,victim,03-21-13,-136.7694,442
1726,victim,12-28-13,-81.5054,325
1727,victim,12-28-12,-85.3304,230
1728,victim,12-28-11,-11.938,46
1729,victim,12-28-10,0.2279,19
1730,victim,12-28-14,-343.1258,1336
1731,victim,02-21-14,-251.076,932
1732,victim,02-21-13,-105.2578,410
1733,victim,02-21-12,-40.0437,134
1734,victim,02-21-11,-4.6182,31
1735,victim,02-21-10,-5.3601,19
1736,victim,07-28-11,-9.3663,27
1737,victim,07-28-10,-3.812,12
1738,victim,07-28-13,-94.1975,337
1739,victim,07-28-12,-27.7034,118
1740,victim,07-28-14,-418.3626,1309
1741,victim,10-21-14,-1119.6834,3759
1742,victim,10-21-10,-10.9367,32
1743,victim,10-21-11,-16.048,67
1744,victim,10-21-12,-132.0879,379
1745,victim,10-21-13,-190.3985,647
1746,victim,08-28-10,-3.336,13
1747,victim,07-0-14,-348.459,1204
1748,victim,08-28-12,-28.1719,161
1749,victim,08-28-13,-111.1563,335
1750,victim,08-28-14,-346.2088,1094
1751,victim,07-0-10,-5.2862,16
1752,victim,07-0-13,-143.1166,496
1753,victim,07-0-12,-29.6313,108
1754,victim,11-21-14,-2335.6126,7806
1755,victim,11-21-13,-199.6879,784
1756,victim,11-21-12,-38.6359,222
1757,victim,11-21-11,-16.7276,82
1758,victim,11-21-10,-3.0672,16
1759,victim,01-0-15,-349.0864,1334
1760,victim,01-0-14,-106.9549,479
1761,victim,01-0-13,-137.3665,408
1762,victim,01-0-12,-6.6424,68
1763,victim,01-0-11,-2.7323,19
1764,victim,01-0-10,-1.5231,9
1765,victim,07-21-10,-3.8085,23
1766,victim,07-21-11,-37.562,117
1767,victim,07-21-12,-170.5435,839
1768,victim,07-21-13,-169.4742,612
1769,victim,07-21-14,-771.2058,2457
1770,victim,04-14-09,-3.2901,9
1771,victim,09-14-08,-0.8732,4
1772,victim,09-14-09,-4.159,11
1773,victim,12-0-14,-1998.1584,5674
1774,victim,12-0-13,-213.3167,773
1775,victim,12-0-12,-75.9207,304
1776,victim,12-0-11,-18.1775,88
1777,victim,12-0-10,-3.5794,19
1778,victim,04-21-09,-0.8794,5
1779,victim,06-7-08,0.6628,1
1780,victim,06-7-09,-1.066,12
1781,victim,01-7-09,-0.6963,5
1782,victim,08-28-11,-5.2848,30
1783,victim,01-21-14,-298.6196,1149
1784,victim,01-21-15,-347.4941,1242
1785,victim,01-21-12,-24.1874,107
1786,victim,01-21-13,-113.8121,393
1787,victim,01-21-10,-4.1666,14
1788,victim,01-21-11,-2.2095,32
1789,victim,07-0-11,-29.2606,90
1790,victim,05-14-09,-1.885,8
1791,victim,03-14-09,-3.2729,7
1792,victim,12-7-09,-4.1519,9
1793,victim,02-0-15,-119.4724,471
1794,victim,02-0-12,-18.4632,85
1795,victim,02-0-13,-96.9113,323
1796,victim,02-0-10,-1.1896,10
1797,victim,02-0-11,-13.0356,30
1798,victim,12-21-14,-1088.4062,3562
1799,victim,12-21-12,-110.7292,398
1800,victim,12-21-13,-128.9275,507
1801,victim,12-21-10,-13.132,33
1802,victim,12-21-11,-10.2786,63
1803,victim,02-14-10,-1.9049,10
1804,victim,02-14-11,-9.7735,46
1805,victim,02-14-12,-17.3928,93
1806,victim,02-14-13,-124.7489,442
1807,victim,02-14-14,-319.1106,1108
1808,victim,03-0-11,-3.8426,32
1809,victim,03-0-10,-3.7679,12
1810,victim,03-0-13,-97.8484,309
1811,victim,03-0-12,-32.528,153
1812,victim,03-0-14,-183.7419,795
1813,victim,10-14-08,-0.499,8
1814,victim,10-14-09,-3.4097,13
1815,victim,11-0-14,-697.0858,2543
1816,victim,11-0-12,-188.1793,785
1817,victim,11-0-13,-210.4873,742
1818,victim,11-0-10,-0.698,14
1819,victim,11-0-11,-16.0798,86
1820,victim,03-28-14,-152.3937,586
1821,victim,03-28-11,-8.0426,20
1822,victim,03-28-10,-1.9198,13
1823,victim,03-28-13,-57.5463,215
1824,victim,03-28-12,-32.2618,104
1825,victim,11-14-10,-5.5492,25
1826,victim,11-14-11,-33.3125,108
1827,victim,11-14-12,-93.0137,409
1828,victim,11-14-13,-228.4349,909
1829,victim,11-14-14,-1437.4098,4253
1830,victim,10-0-11,-12.1301,56
1831,victim,10-0-10,-5.4397,17
1832,victim,10-0-13,-140.4687,527
1833,victim,10-0-12,-61.7594,215
1834,victim,10-0-14,-592.5797,2180
1835,victim,09-28-13,-43.2431,182
1836,victim,09-28-12,-13.3758,67
1837,victim,09-28-11,-9.8161,35
1838,victim,09-28-10,-4.2023,17
1839,victim,09-28-14,-531.8139,1303
1840,citizen,01-28-12,4.6189,62
1841,citizen,10-28-14,2.728,1640
1842,citizen,10-28-11,8.4764,37
1843,citizen,10-28-10,3.1183,18
1844,citizen,10-28-13,-12.287,439
1845,citizen,10-28-12,21.608,195
1846,citizen,01-28-11,5.6908,43
1847,citizen,06-28-09,0.0744,13
1848,citizen,01-28-09,-0.7003,1
1849,citizen,04-28-14,-14.383,481
1850,citizen,04-28-10,-2.6291,27
1851,citizen,04-28-11,-4.3233,30
1852,citizen,04-28-12,3.773,51
1853,citizen,04-28-13,1.1541,186
1854,citizen,04-7-14,-32.8347,1128
1855,citizen,04-7-13,-17.6434,432
1856,citizen,04-7-12,14.1861,118
1857,citizen,04-7-11,-1.6532,86
1858,citizen,04-7-10,0.0778,23
1859,citizen,12-28-09,2.6842,11
1860,citizen,07-28-09,-0.986,15
1861,citizen,02-21-08,-0.2294,2
1862,citizen,02-21-09,-1.4956,6
1863,citizen,09-21-09,0.1105,16
1864,citizen,09-21-08,0.4703,2
1865,citizen,08-21-08,0.296,1
1866,citizen,08-21-09,3.9524,24
1867,citizen,02-7-15,-0.8997,105
1868,citizen,02-7-14,4.7969,872
1869,citizen,07-0-08,0.0,1
1870,citizen,07-0-09,-2.9754,14
1871,citizen,02-7-11,8.6697,57
1872,citizen,02-7-10,2.5219,16
1873,citizen,02-7-13,-16.448,862
1874,citizen,02-7-12,13.1052,122
1875,citizen,06-0-09,4.0652,13
1876,citizen,11-21-08,-0.9886,15
1877,citizen,11-21-09,0.7888,11
1878,citizen,01-0-08,0.0,1
1879,citizen,01-0-09,0.2942,2
1880,citizen,04-0-09,-0.0326,16
1881,citizen,11-7-14,-9.6921,2384
1882,citizen,11-7-11,6.3917,92
1883,citizen,11-7-10,1.3852,29
1884,citizen,11-7-13,18.2099,548
1885,citizen,11-7-12,84.6902,682
1886,citizen,05-21-09,2.4487,13
1887,citizen,05-21-08,0.5733,2
1888,citizen,04-14-14,-17.447,1105
1889,citizen,04-14-12,13.5814,133
1890,citizen,04-14-13,-43.809,1483
1891,citizen,04-14-10,1.2715,28
1892,citizen,04-14-11,5.6871,61
1893,citizen,05-0-13,-12.1493,428
1894,citizen,05-0-12,-5.1392,120
1895,citizen,05-0-11,-0.7385,62
1896,citizen,05-0-10,-1.0053,30
1897,citizen,05-0-14,-37.3787,835
1898,citizen,01-14-15,22.6513,970
1899,citizen,01-14-14,-21.3171,788
1900,citizen,01-14-11,0.7027,41
1901,citizen,01-14-10,3.8031,20
1902,citizen,01-14-13,-50.6156,717
1903,citizen,01-14-12,2.1985,146
1904,citizen,12-0-08,1.1518,3
1905,citizen,12-0-09,2.3454,17
1906,citizen,12-14-14,-221.9543,3213
1907,citizen,12-14-11,-3.3967,192
1908,citizen,12-14-10,4.29,29
1909,citizen,12-14-13,8.4526,633
1910,citizen,12-14-12,-138.5501,865
1911,citizen,01-7-10,0.9472,22
1912,citizen,01-7-11,0.4841,58
1913,citizen,01-7-12,9.3664,100
1914,citizen,01-7-13,-28.7464,511
1915,citizen,01-7-14,0.7643,676
1916,citizen,01-7-15,-20.1239,1168
1917,citizen,08-28-08,1.1245,2
1918,citizen,12-7-10,-2.6177,31
1919,citizen,12-7-11,8.1591,121
1920,citizen,12-7-12,-3.3381,246
1921,citizen,12-7-13,-2.1385,617
1922,citizen,12-7-14,-441.2518,3630
1923,citizen,03-0-09,0.4714,8
1924,citizen,03-28-09,-0.7646,8
1925,citizen,10-0-08,1.5565,4
1926,citizen,10-0-09,3.9887,16
1927,citizen,09-28-08,0.4588,1
1928,citizen,09-28-09,-0.0662,8
1929,citizen,09-0-14,-110.1055,1538
1930,citizen,09-0-13,-28.8637,535
1931,citizen,09-0-12,4.0362,258
1932,citizen,09-0-11,3.9306,46
1933,citizen,09-0-10,2.2923,15
1934,citizen,10-28-08,1.1256,2
1935,citizen,10-28-09,4.4892,16
1936,citizen,06-14-09,-0.0516,28
1937,citizen,07-7-09,2.6135,11
1938,citizen,06-28-14,-1.9524,666
1939,citizen,06-28-12,35.2759,197
1940,citizen,06-28-13,11.8499,222
1941,citizen,06-28-10,-1.0981,16
1942,citizen,06-28-11,-2.971,41
1943,citizen,08-14-09,0.7801,27
1944,citizen,06-21-13,-2.7963,1074
1945,citizen,06-21-12,39.6398,239
1946,citizen,06-21-11,13.3703,91
1947,citizen,06-21-10,4.9583,31
1948,citizen,06-21-14,33.6037,1299
1949,citizen,09-7-09,1.901,27
1950,citizen,09-7-08,0.765,1
1951,citizen,04-7-09,0.9822,6
1952,citizen,09-21-14,-79.9981,2056
1953,citizen,09-21-12,10.831,260
1954,citizen,09-21-13,8.1303,802
1955,citizen,09-21-10,-0.5753,28
1956,citizen,09-21-11,-9.6554,111
1957,citizen,04-21-14,-31.8979,1087
1958,citizen,04-21-11,-3.0494,81
1959,citizen,04-21-10,10.7316,44
1960,citizen,04-21-13,-60.294,791
1961,citizen,04-21-12,7.8335,165
1962,citizen,02-7-09,0.4939,1
1963,citizen,06-0-12,8.9437,167
1964,citizen,06-0-13,-22.672,488
1965,citizen,06-0-10,1.514,31
1966,citizen,06-0-11,-5.6498,46
1967,citizen,06-0-14,-46.5503,1056
1968,citizen,11-28-09,0.2382,2
1969,citizen,04-0-10,1.5387,12
1970,citizen,04-0-11,6.4418,48
1971,citizen,04-0-12,2.6485,148
1972,citizen,04-0-13,-18.8998,413
1973,citizen,04-0-14,23.3459,926
1974,citizen,05-21-12,9.2385,137
1975,citizen,05-21-13,-56.0848,560
1976,citizen,05-21-10,2.882,35
1977,citizen,05-21-11,-1.351,57
1978,citizen,05-21-14,-5.7378,1102
1979,citizen,05-7-14,16.0655,943
1980,citizen,11-7-08,-0.5574,1
1981,citizen,11-7-09,-0.9147,26
1982,citizen,05-7-10,-2.5064,22
1983,citizen,05-7-11,1.5746,51
1984,citizen,05-7-12,10.2094,201
1985,citizen,05-7-13,-10.7284,432
1986,citizen,01-14-09,1.5378,5
1987,citizen,05-0-08,-0.2263,1
1988,citizen,05-0-09,0.5058,4
1989,citizen,05-28-14,-2.5873,711
1990,citizen,05-28-13,-12.7248,251
1991,citizen,05-28-12,8.2305,98
1992,citizen,05-28-11,-1.1728,25
1993,citizen,05-28-10,2.2478,15
1994,citizen,03-7-09,-0.6084,7
1995,citizen,03-7-08,-0.4767,1
1996,citizen,08-7-13,4.0404,473
1997,citizen,08-7-12,6.6044,186
1998,citizen,08-7-11,7.1319,84
1999,citizen,08-7-10,3.8295,17
2000,citizen,08-7-14,-246.3349,2163
2001,citizen,12-14-09,-0.1638,23
2002,citizen,10-7-09,2.6921,21
2003,citizen,10-7-08,0.7184,4
2004,citizen,08-0-09,1.2733,20
2005,citizen,03-21-09,0.5772,8
2006,citizen,10-7-11,-7.0779,85
2007,citizen,07-14-14,-221.2192,2292
2008,citizen,07-14-13,-40.3112,896
2009,citizen,07-14-12,-14.486,283
2010,citizen,07-14-11,2.7786,66
2011,citizen,07-14-10,5.7749,19
2012,citizen,01-28-13,-8.8344,311
2013,citizen,08-21-10,2.1782,28
2014,citizen,08-21-13,-17.9236,603
2015,citizen,10-21-09,4.8711,38
2016,citizen,10-21-08,-1.1356,3
2017,citizen,08-28-09,1.3335,13
2018,citizen,01-28-10,1.2733,29
2019,citizen,01-28-15,-1.0042,384
2020,citizen,09-0-08,-0.3182,1
2021,citizen,09-0-09,-0.3151,19
2022,citizen,06-14-14,-25.8188,1422
2023,citizen,05-7-09,3.1669,9
2024,citizen,06-14-10,0.8272,21
2025,citizen,06-14-11,1.8181,75
2026,citizen,06-14-12,-1.0788,198
2027,citizen,06-14-13,-25.0043,690
2028,citizen,07-21-09,-1.6,25
2029,citizen,07-7-14,-119.1154,1966
2030,citizen,07-7-12,0.2489,173
2031,citizen,07-7-13,7.9386,648
2032,citizen,07-7-10,0.7466,38
2033,citizen,07-7-11,-3.8138,68
2034,citizen,09-14-14,-44.3122,2131
2035,citizen,09-14-11,-8.1915,89
2036,citizen,09-14-10,-0.4889,21
2037,citizen,09-14-13,-4.0716,675
2038,citizen,09-14-12,-7.0304,313
2039,citizen,12-7-09,0.981,16
2040,citizen,06-21-09,0.5086,12
2041,citizen,08-14-12,0.0516,195
2042,citizen,08-14-13,-38.7215,605
2043,citizen,08-14-10,2.365,18
2044,citizen,08-14-11,0.9722,63
2045,citizen,08-14-14,-801.692,7623
2046,citizen,02-0-09,-0.4588,2
2047,citizen,08-21-11,3.1637,69
2048,citizen,06-7-11,-3.4481,47
2049,citizen,06-7-10,-2.6383,27
2050,citizen,06-7-13,1.2567,996
2051,citizen,06-7-12,5.278,186
2052,citizen,06-7-14,-71.5281,1317
2053,citizen,09-7-10,0.7715,14
2054,citizen,09-7-11,0.6904,84
2055,citizen,09-7-12,9.8198,463
2056,citizen,09-7-13,-6.953,617
2057,citizen,09-7-14,-40.1718,2177
2058,citizen,01-21-09,0.7691,1
2059,citizen,01-21-08,-0.5423,1
2060,citizen,11-0-09,-0.7077,21
2061,citizen,11-0-08,3.118,6
2062,citizen,11-0-07,-0.4404,1
2063,citizen,05-14-11,5.8604,48
2064,citizen,05-14-10,2.1323,20
2065,citizen,05-14-13,14.7402,514
2066,citizen,05-14-12,11.5575,149
2067,citizen,05-14-14,-32.7697,988
2068,citizen,02-28-12,0.0146,38
2069,citizen,02-28-13,-8.5652,65
2070,citizen,02-28-10,-0.8973,9
2071,citizen,02-28-11,3.6582,10
2072,citizen,02-28-14,-2.3953,135
2073,citizen,03-14-13,-5.8212,415
2074,citizen,03-14-12,-20.1177,147
2075,citizen,03-14-11,2.2089,65
2076,citizen,04-21-09,-0.8041,10
2077,citizen,03-14-14,7.7896,820
2078,citizen,12-21-09,-2.2994,19
2079,citizen,12-21-08,0.0,1
2080,citizen,02-14-09,-0.5719,1
2081,citizen,11-28-12,4.2701,100
2082,citizen,11-28-13,3.7273,165
2083,citizen,11-28-10,0.6219,13
2084,citizen,11-28-11,-9.7033,74
2085,citizen,11-28-14,-46.1544,1213
2086,citizen,10-14-13,-2.025,776
2087,citizen,10-14-12,-6.4147,493
2088,citizen,10-14-11,-0.1139,118
2089,citizen,10-14-10,-2.4037,20
2090,citizen,10-14-14,-95.6673,2314
2091,citizen,11-14-09,0.8881,17
2092,citizen,11-14-08,0.505,2
2093,citizen,05-28-08,0.0,1
2094,citizen,05-28-09,1.0643,7
2095,citizen,03-7-12,0.9254,167
2096,citizen,03-7-13,-111.7156,839
2097,citizen,03-7-10,-0.2318,19
2098,citizen,03-7-11,2.6065,59
2099,citizen,03-7-14,-2.8987,801
2100,citizen,08-7-08,0.1007,1
2101,citizen,08-7-09,4.6877,30
2102,citizen,07-14-08,0.4939,1
2103,citizen,07-14-09,4.2067,25
2104,citizen,04-28-09,0.2244,1
2105,citizen,10-7-12,15.8951,275
2106,citizen,10-7-13,10.0497,904
2107,citizen,10-7-10,4.8373,36
2108,citizen,08-21-12,2.3753,214
2109,citizen,08-21-14,-220.8647,2483
2110,citizen,10-7-14,-109.6032,2545
2111,citizen,01-28-14,41.4784,796
2112,citizen,08-0-14,-95.8492,1506
2113,citizen,07-14-07,0.0,1
2114,citizen,08-0-10,0.9517,30
2115,citizen,08-0-11,-3.4135,65
2116,citizen,08-0-12,-2.2645,168
2117,citizen,08-0-13,-8.5687,479
2118,citizen,03-21-14,5.729,891
2119,citizen,03-21-10,0.5611,48
2120,citizen,03-21-11,10.6999,62
2121,citizen,03-21-12,7.2704,177
2122,citizen,03-21-13,-6.643,449
2123,citizen,12-28-13,3.8419,244
2124,citizen,12-28-12,-16.3069,190
2125,citizen,12-28-11,1.66,43
2126,citizen,12-28-10,0.1243,14
2127,citizen,12-28-14,-54.4298,928
2128,citizen,02-21-14,9.2668,963
2129,citizen,02-21-13,-19.6383,424
2130,citizen,02-21-12,-51.9936,196
2131,citizen,02-21-11,-3.825,77
2132,citizen,02-21-10,-4.6398,28
